region_id,region_name,date,rainfall_mm_3h,rainfall_mm_24h,slope_deg,soil_moisture,river_level_m,land_use_type,risk_score,flood_occurred
REG_05858,Rudraprayag,2025-09-18,92.98,136.48,14.45,0.469,2.93,Forest,37.9,0
REG_05859,Gangtok,2021-10-01,10.6,64.51,58.89,0.276,1.4,Forest,29.0,0
REG_05860,Pakyong,2020-06-21,115.2,173.95,55.84,0.577,4.13,Forest,54.3,0
REG_05861,Uttarkashi,2024-04-19,12.51,64.99,54.36,0.259,1.91,Barren,33.9,0
REG_05862,Haridwar,2020-09-15,123.03,202.17,30.48,0.574,4.2,Forest,53.4,0
REG_05863,Gangtok,2021-05-31,6.87,50.61,52.8,0.316,0.57,Forest,25.8,0
REG_05864,Kangra,2021-06-06,86.25,158.59,16.27,0.549,3.36,Urban,50.2,0
REG_05865,Chamba,2025-04-01,8.57,41.69,55.54,0.231,1.45,Urban,31.3,0
REG_05866,Haridwar,2025-12-04,21.71,79.87,52.73,0.402,1.66,Forest,33.5,0
REG_05867,Gangtok,2025-04-13,4.53,65.38,39.36,0.322,1.91,Agriculture,30.6,0
REG_05868,Tehri,2023-02-13,4.92,52.34,43.12,0.268,1.25,Forest,24.5,0
REG_05869,Pithoragarh,2022-04-18,12.42,71.7,27.54,0.289,2.13,Urban,32.9,0
REG_05870,Haridwar,2022-12-25,35.96,52.98,57.44,0.265,2.48,Agriculture,31.8,0
REG_05871,Gangtok,2022-12-29,3.88,51.68,13.34,0.268,1.39,Forest,19.7,0
REG_05872,Namchi,2025-05-23,40.47,48.81,54.55,0.319,1.88,Urban,35.0,0
REG_05873,Kullu,2024-04-23,21.74,47.7,23.07,0.238,1.89,Agriculture,23.7,0
REG_05874,Pakyong,2024-04-29,34.08,84.56,50.25,0.373,1.63,Urban,39.3,0
REG_05875,Mangan,2023-01-19,17.25,73.58,12.47,0.327,1.65,Urban,30.6,0
REG_05876,Haridwar,2022-01-19,19.12,61.07,22.21,0.273,1.83,Urban,29.8,0
REG_05877,Chamoli,2022-12-29,14.08,47.06,19.89,0.282,1.76,Forest,21.4,0
REG_05878,Gyalshing,2023-04-04,12.88,109.2,58.91,0.44,1.81,Barren,44.2,0
REG_05879,Haridwar,2025-02-18,27.93,70.8,20.49,0.297,2.05,Forest,25.2,0
REG_05880,Kinnaur,2024-11-22,6.9,151.93,28.56,0.506,2.82,Forest,42.8,0
REG_05881,Gangtok,2024-05-26,16.97,96.19,24.9,0.351,1.83,Urban,36.3,0
REG_05882,Dehradun,2020-02-18,3.8,99.75,59.3,0.452,2.21,Urban,45.8,0
REG_05883,Gangtok,2022-12-11,5.17,35.29,40.79,0.309,1.17,Agriculture,25.5,0
REG_05884,Mandi,2023-08-05,70.51,131.46,27.99,0.464,3.74,Forest,41.1,0
REG_05885,Mandi,2024-07-07,52.28,77.03,55.4,0.378,2.08,Forest,33.8,0
REG_05886,Shimla,2025-12-20,14.37,58.67,45.36,0.259,1.91,Barren,31.7,0
REG_05887,Dehradun,2023-04-04,7.92,37.06,45.17,0.23,0.64,Forest,20.9,0
REG_05888,Pakyong,2023-10-29,25.81,98.14,34.32,0.434,2.15,Forest,34.3,0
REG_05889,Gyalshing,2025-01-02,5.52,50.95,34.89,0.253,1.37,Agriculture,25.3,0
REG_05890,Rudraprayag,2021-04-23,50.57,86.51,46.54,0.349,2.09,Urban,39.3,0
REG_05891,Gangtok,2022-04-11,39.19,99.78,10.51,0.351,2.93,Agriculture,32.5,0
REG_05892,Rudraprayag,2024-06-02,93.19,133.32,31.86,0.461,3.49,Forest,41.4,0
REG_05893,Kullu,2021-11-12,4.78,162.47,59.06,0.583,4.33,Forest,54.0,0
REG_05894,Kullu,2023-08-16,66.48,101.63,42.69,0.432,2.32,Urban,42.9,0
REG_05895,Kangra,2020-03-22,24.64,43.91,28.94,0.23,0.75,Agriculture,21.7,0
REG_05896,Uttarkashi,2020-03-27,32.83,89.49,18.51,0.32,3.29,Forest,30.1,0
REG_05897,Gangtok,2025-08-25,117.41,162.83,27.93,0.588,3.39,Barren,52.1,0
REG_05898,Gangtok,2022-04-01,28.36,76.48,34.0,0.254,1.38,Urban,32.2,0
REG_05899,Kangra,2020-06-11,20.83,50.59,41.54,0.32,1.3,Agriculture,27.9,0
REG_05900,Chamoli,2025-04-16,7.15,51.99,59.16,0.358,1.82,Forest,30.5,0
REG_05901,Uttarkashi,2025-01-24,28.9,77.49,34.81,0.397,2.43,Urban,38.1,0
REG_05902,Shimla,2025-02-03,10.5,111.53,28.18,0.455,2.99,Forest,37.1,0
REG_05903,Gyalshing,2023-01-20,20.85,118.98,22.69,0.461,3.19,Forest,37.6,0
REG_05904,Shimla,2025-02-25,52.79,79.75,48.3,0.333,2.66,Forest,33.0,0
REG_05905,Gangtok,2022-07-11,52.76,184.73,33.19,0.584,3.92,Agriculture,54.0,0
REG_05906,Gangtok,2025-12-15,34.4,119.25,46.26,0.436,2.84,Barren,45.2,0
REG_05907,Kinnaur,2023-12-20,21.68,126.14,24.18,0.403,3.61,Forest,38.1,0
REG_05908,Haridwar,2024-05-01,68.68,163.1,28.56,0.464,3.77,Forest,44.9,0
REG_05909,Chamoli,2021-07-18,87.91,117.88,57.79,0.406,3.02,Forest,41.6,0
REG_05910,Chamoli,2021-04-15,10.62,70.88,21.67,0.317,3.48,Urban,35.3,0
REG_05911,Mandi,2022-09-14,74.38,156.28,25.93,0.5,4.02,Agriculture,47.6,0
REG_05912,Chamoli,2025-04-18,6.78,12.26,35.44,0.172,0.5,Urban,21.1,0
REG_05913,Mangan,2020-08-11,103.92,205.46,36.29,0.673,5.31,Barren,64.5,0
REG_05914,Pithoragarh,2020-12-16,12.22,51.43,13.33,0.355,1.58,Agriculture,24.8,0
REG_05915,Kangra,2025-04-12,17.0,29.95,58.57,0.215,1.54,Forest,23.7,0
REG_05916,Rudraprayag,2020-12-14,36.28,76.44,25.13,0.336,1.26,Urban,32.5,0
REG_05917,Haridwar,2020-06-30,38.79,150.64,12.69,0.477,3.3,Forest,40.2,0
REG_05918,Kinnaur,2021-09-28,117.94,152.49,22.75,0.532,4.27,Agriculture,47.9,0
REG_05919,Uttarkashi,2022-10-14,4.27,54.38,29.98,0.316,0.99,Barren,28.2,0
REG_05920,Haridwar,2022-02-10,15.42,44.3,21.58,0.296,1.42,Forest,21.0,0
REG_05921,Dehradun,2022-10-12,23.72,98.48,17.75,0.39,2.66,Agriculture,34.0,0
REG_05922,Pakyong,2025-10-12,28.91,56.75,35.35,0.279,0.7,Barren,27.9,0
REG_05923,Mangan,2020-01-29,6.62,104.55,49.82,0.377,2.77,Agriculture,40.0,0
REG_05924,Chamba,2025-11-14,53.32,72.89,45.24,0.336,2.05,Barren,35.6,0
REG_05925,Pithoragarh,2025-03-08,23.98,75.6,31.27,0.39,2.37,Forest,30.5,0
REG_05926,Pithoragarh,2024-01-05,29.17,58.13,16.19,0.341,1.27,Forest,22.6,0
REG_05927,Mandi,2023-05-11,24.1,124.75,57.74,0.483,3.43,Forest,45.1,0
REG_05928,Haridwar,2025-08-30,41.64,88.12,26.84,0.385,2.11,Urban,37.1,0
REG_05929,Shimla,2023-01-30,9.32,60.99,15.16,0.308,1.34,Forest,22.0,0
REG_05930,Tehri,2020-03-06,39.49,99.89,26.82,0.345,3.14,Urban,39.5,0
REG_05931,Chamoli,2023-02-08,40.35,138.24,44.85,0.553,3.55,Forest,46.5,0
REG_05932,Chamoli,2020-12-03,2.5,41.26,22.55,0.289,0.99,Barren,24.8,0
REG_05933,Namchi,2025-12-10,27.36,116.01,19.15,0.372,2.28,Forest,32.6,0
REG_05934,Kinnaur,2024-09-24,68.95,129.11,23.18,0.461,2.92,Forest,38.3,0
REG_05935,Tehri,2021-03-22,22.93,113.51,37.59,0.394,3.24,Urban,44.3,0
REG_05936,Namchi,2020-10-07,19.32,92.26,53.73,0.481,2.88,Agriculture,42.0,0
REG_05937,Uttarkashi,2021-08-18,80.42,158.07,16.6,0.481,3.09,Urban,47.9,0
REG_05938,Gangtok,2025-06-09,46.54,110.46,17.19,0.433,2.12,Agriculture,35.3,0
REG_05939,Chamba,2022-12-10,33.46,61.62,31.42,0.335,2.0,Agriculture,29.3,0
REG_05940,Pithoragarh,2020-07-28,54.31,89.49,16.27,0.313,3.28,Agriculture,32.0,0
REG_05941,Uttarkashi,2020-05-05,14.95,58.16,58.96,0.349,1.48,Agriculture,32.8,0
REG_05942,Haridwar,2021-05-06,8.44,113.11,53.93,0.389,3.58,Agriculture,43.6,0
REG_05943,Kinnaur,2022-08-27,74.3,99.31,13.24,0.352,2.75,Urban,36.6,0
REG_05944,Namchi,2021-08-03,36.77,98.96,55.34,0.433,1.45,Forest,36.5,0
REG_05945,Mangan,2023-04-26,11.0,103.39,24.22,0.401,1.99,Agriculture,34.6,0
REG_05946,Gangtok,2020-08-17,119.05,146.7,26.15,0.461,3.34,Agriculture,44.2,0
REG_05947,Tehri,2020-07-07,40.13,93.76,26.92,0.334,2.88,Urban,38.0,0
REG_05948,Dehradun,2025-08-19,102.8,169.79,13.5,0.518,4.11,Forest,45.2,0
REG_05949,Gangtok,2021-05-16,5.12,84.29,48.93,0.324,2.74,Forest,33.6,0
REG_05950,Kullu,2025-11-02,9.99,57.14,19.13,0.26,1.28,Agriculture,23.4,0
REG_05951,Pakyong,2020-02-18,10.13,77.84,20.4,0.422,1.78,Forest,28.6,0
REG_05952,Rudraprayag,2021-11-19,31.27,44.26,48.43,0.351,1.46,Barren,31.9,0
REG_05953,Kinnaur,2021-01-21,40.61,117.57,13.01,0.431,2.64,Urban,40.4,0
REG_05954,Dehradun,2022-08-27,62.24,134.98,26.8,0.433,3.48,Urban,46.5,0
REG_05955,Tehri,2022-10-02,5.56,32.35,38.05,0.317,1.0,Barren,27.0,0
REG_05956,Mandi,2024-09-20,57.13,104.12,15.79,0.445,2.81,Agriculture,36.0,0
REG_05957,Kangra,2025-06-27,59.58,90.33,31.27,0.401,2.67,Barren,38.1,0
REG_05958,Uttarkashi,2024-05-26,11.1,17.62,27.69,0.161,1.19,Forest,15.1,0
REG_05959,Kangra,2024-11-24,15.21,32.19,26.08,0.226,1.24,Forest,18.2,0
REG_05960,Gyalshing,2020-09-27,47.17,66.03,23.52,0.274,1.58,Urban,30.1,0
REG_05961,Mangan,2020-05-02,5.86,56.34,26.96,0.27,1.97,Agriculture,26.3,0
REG_05962,Pakyong,2023-07-04,25.15,56.38,29.6,0.384,0.5,Agriculture,26.6,0
REG_05963,Pakyong,2023-12-15,30.32,61.14,16.41,0.366,1.41,Agriculture,26.3,0
REG_05964,Mandi,2020-09-15,80.73,153.87,20.39,0.462,2.99,Agriculture,43.4,0
REG_05965,Chamoli,2022-08-05,98.17,141.27,55.52,0.521,3.4,Agriculture,50.1,0
REG_05966,Mangan,2025-09-25,91.75,261.06,57.23,0.762,5.62,Urban,78.8,1
REG_05967,Haridwar,2022-05-12,16.03,97.31,59.63,0.34,3.04,Agriculture,40.4,0
REG_05968,Pakyong,2021-06-08,68.89,92.75,33.93,0.37,2.0,Forest,31.7,0
REG_05969,Kangra,2022-06-06,166.48,215.46,16.78,0.63,5.46,Forest,56.6,0
REG_05970,Dehradun,2020-07-26,56.52,84.62,44.19,0.408,1.95,Barren,38.3,0
REG_05971,Gyalshing,2020-05-28,17.3,74.94,56.84,0.369,2.29,Agriculture,36.5,0
REG_05972,Tehri,2021-03-13,12.06,121.97,11.55,0.418,3.14,Forest,34.9,0
REG_05973,Pithoragarh,2024-09-17,43.07,137.39,11.1,0.603,3.47,Agriculture,44.4,0
REG_05974,Kinnaur,2020-12-23,67.61,101.29,40.63,0.461,2.21,Agriculture,39.0,0
REG_05975,Kangra,2023-05-25,24.64,42.05,11.97,0.223,1.72,Agriculture,20.4,0
REG_05976,Gangtok,2025-04-14,9.84,72.79,29.58,0.463,1.98,Barren,36.0,0
REG_05977,Uttarkashi,2021-03-31,8.15,75.09,28.87,0.325,1.39,Agriculture,29.0,0
REG_05978,Kullu,2024-06-20,102.67,232.47,14.95,0.668,5.05,Barren,63.4,0
REG_05979,Kullu,2021-09-20,123.59,182.08,47.29,0.554,5.08,Urban,61.6,0
REG_05980,Mangan,2021-04-30,6.4,132.3,15.44,0.486,2.58,Agriculture,39.8,0
REG_05981,Pithoragarh,2020-07-18,67.44,115.6,23.69,0.451,1.62,Forest,34.0,0
REG_05982,Uttarkashi,2021-01-05,17.23,166.2,46.36,0.561,3.75,Barren,55.6,0
REG_05983,Mandi,2022-10-10,17.33,175.21,40.91,0.556,4.18,Forest,51.5,0
REG_05984,Tehri,2025-06-05,82.82,147.89,33.63,0.609,4.82,Urban,56.2,0
REG_05985,Haridwar,2024-01-11,13.59,106.11,12.45,0.396,2.62,Agriculture,34.1,0
REG_05986,Shimla,2020-09-04,70.17,133.06,48.15,0.464,2.9,Agriculture,45.5,0
REG_05987,Dehradun,2022-02-26,16.28,92.32,51.27,0.267,2.09,Barren,37.2,0
REG_05988,Kinnaur,2025-09-09,38.56,104.55,15.11,0.347,2.49,Forest,30.4,0
REG_05989,Chamba,2024-03-01,51.71,75.24,59.31,0.412,1.91,Forest,34.8,0
REG_05990,Chamoli,2023-06-26,105.71,132.44,27.37,0.448,3.47,Urban,46.7,0
REG_05991,Mandi,2021-08-27,120.29,156.8,31.22,0.602,4.06,Forest,48.7,0
REG_05992,Pithoragarh,2024-08-16,84.5,156.35,30.72,0.508,4.22,Forest,46.5,0
REG_05993,Namchi,2023-11-18,68.95,155.84,41.65,0.5,3.46,Barren,51.6,0
REG_05994,Namchi,2024-12-25,0.88,75.38,38.66,0.35,2.6,Forest,31.2,0
REG_05995,Haridwar,2021-05-16,17.74,132.92,38.04,0.501,3.89,Agriculture,46.7,0
REG_05996,Shimla,2021-07-02,45.34,121.23,49.07,0.388,2.68,Forest,39.4,0
REG_05997,Pithoragarh,2023-09-27,79.6,94.19,56.4,0.361,3.53,Barren,43.5,0
REG_05998,Kangra,2022-04-18,44.92,222.34,51.09,0.701,4.95,Forest,63.9,0
REG_05999,Shimla,2023-12-01,26.68,61.81,46.05,0.31,1.6,Agriculture,30.3,0
REG_06000,Uttarkashi,2023-12-19,16.4,73.11,12.53,0.354,2.79,Forest,27.0,0
REG_06001,Gangtok,2022-04-27,48.05,160.66,22.42,0.551,4.04,Forest,46.3,0
REG_06002,Pakyong,2021-09-05,114.72,171.93,15.24,0.632,4.52,Forest,49.4,0
REG_06003,Shimla,2021-02-15,24.75,113.93,52.74,0.551,2.9,Urban,50.2,0
REG_06004,Pithoragarh,2021-11-08,24.27,155.01,42.61,0.486,4.23,Forest,47.8,0
REG_06005,Gangtok,2020-06-07,111.37,218.59,11.68,0.686,5.21,Forest,57.0,0
REG_06006,Tehri,2025-08-23,54.28,120.16,46.16,0.41,2.32,Agriculture,41.1,0
REG_06007,Uttarkashi,2021-01-07,9.45,30.25,26.85,0.18,0.83,Forest,16.2,0
REG_06008,Chamoli,2023-01-01,7.23,58.5,37.17,0.281,1.25,Forest,24.6,0
REG_06009,Kangra,2021-08-25,55.57,105.88,38.99,0.364,2.28,Urban,41.0,0
REG_06010,Haridwar,2020-08-03,150.91,270.0,18.12,0.86,6.83,Barren,76.7,1
REG_06011,Gangtok,2025-06-19,67.46,128.1,29.94,0.58,3.57,Urban,50.1,0
REG_06012,Shimla,2024-04-13,46.71,123.33,31.32,0.457,2.79,Forest,38.6,0
REG_06013,Uttarkashi,2025-01-14,10.29,19.26,40.74,0.172,1.25,Agriculture,20.3,0
REG_06014,Mangan,2025-05-16,36.07,141.36,54.48,0.425,3.58,Agriculture,47.8,0
REG_06015,Kinnaur,2021-12-27,40.74,140.89,40.76,0.475,3.17,Barren,48.5,0
REG_06016,Tehri,2023-05-29,19.07,53.31,44.18,0.309,1.7,Agriculture,29.2,0
REG_06017,Rudraprayag,2022-12-01,14.54,100.5,43.23,0.41,2.61,Forest,36.4,0
REG_06018,Kangra,2021-11-06,8.86,43.23,14.22,0.213,1.7,Forest,18.2,0
REG_06019,Gangtok,2020-10-09,33.14,111.95,24.99,0.458,2.51,Forest,35.7,0
REG_06020,Chamba,2022-12-17,14.12,107.29,30.09,0.37,2.15,Forest,33.1,0
REG_06021,Kullu,2025-03-23,12.75,86.59,32.22,0.387,1.28,Urban,36.2,0
REG_06022,Gangtok,2023-02-26,22.21,146.86,52.1,0.544,3.63,Agriculture,51.2,0
REG_06023,Mandi,2022-08-05,101.72,166.68,36.27,0.569,3.9,Agriculture,52.0,0
REG_06024,Tehri,2021-10-26,8.46,42.2,50.78,0.327,2.49,Agriculture,31.0,0
REG_06025,Namchi,2024-09-13,89.08,154.87,55.33,0.491,4.02,Urban,56.1,0
REG_06026,Pakyong,2023-02-22,40.86,77.01,44.8,0.455,1.94,Forest,33.7,0
REG_06027,Gyalshing,2020-03-07,7.12,76.06,15.66,0.267,2.17,Urban,31.0,0
REG_06028,Pithoragarh,2025-08-15,119.82,121.79,20.05,0.388,3.46,Urban,42.7,0
REG_06029,Mandi,2021-09-28,119.31,160.6,51.4,0.462,3.68,Barren,53.2,0
REG_06030,Rudraprayag,2020-11-09,35.42,101.54,38.19,0.382,2.14,Barren,39.0,0
REG_06031,Gyalshing,2021-07-18,103.87,144.57,35.79,0.397,2.75,Barren,45.2,0
REG_06032,Mangan,2024-05-20,26.56,79.7,58.44,0.353,2.67,Urban,41.7,0
REG_06033,Chamoli,2022-04-05,32.87,70.14,28.4,0.33,2.53,Forest,28.2,0
REG_06034,Kullu,2023-01-10,22.12,85.79,12.05,0.326,1.96,Urban,32.6,0
REG_06035,Chamoli,2022-10-22,12.02,67.4,22.76,0.302,1.98,Agriculture,27.7,0
REG_06036,Tehri,2021-10-23,11.79,45.45,24.24,0.256,1.17,Forest,20.1,0
REG_06037,Chamoli,2022-03-15,15.97,39.44,35.62,0.248,2.53,Forest,23.8,0
REG_06038,Chamoli,2021-06-19,107.39,137.55,10.36,0.471,3.04,Agriculture,40.1,0
REG_06039,Gyalshing,2023-10-23,16.34,60.9,59.41,0.283,1.91,Forest,29.9,0
REG_06040,Chamba,2023-05-20,14.38,28.31,13.1,0.232,1.57,Agriculture,18.9,0
REG_06041,Pithoragarh,2025-04-04,35.21,119.47,21.61,0.392,3.28,Forest,35.9,0
REG_06042,Pithoragarh,2025-12-04,19.49,153.31,43.62,0.509,3.9,Forest,47.7,0
REG_06043,Gangtok,2021-09-19,35.44,160.97,58.88,0.605,3.49,Agriculture,55.2,0
REG_06044,Kullu,2022-01-18,7.24,56.35,35.59,0.248,2.02,Agriculture,27.3,0
REG_06045,Rudraprayag,2020-04-14,6.46,115.35,27.09,0.388,3.34,Forest,36.4,0
REG_06046,Kangra,2020-02-15,16.65,91.0,18.12,0.32,2.57,Forest,28.8,0
REG_06047,Uttarkashi,2023-09-16,43.84,74.9,55.17,0.295,1.27,Barren,34.8,0
REG_06048,Kangra,2023-05-24,14.52,30.32,12.5,0.264,0.5,Forest,15.2,0
REG_06049,Pakyong,2022-09-08,56.5,87.84,13.5,0.411,2.35,Forest,29.5,0
REG_06050,Pakyong,2022-08-17,31.72,73.21,13.19,0.372,1.27,Barren,29.6,0
REG_06051,Namchi,2024-02-24,7.09,67.33,33.32,0.341,1.77,Forest,27.5,0
REG_06052,Gyalshing,2025-01-10,47.92,113.84,56.56,0.453,3.43,Forest,42.9,0
REG_06053,Uttarkashi,2024-01-21,13.09,35.49,37.79,0.283,1.36,Agriculture,24.7,0
REG_06054,Mandi,2024-04-08,12.42,80.67,27.73,0.328,1.49,Urban,33.7,0
REG_06055,Kangra,2024-02-16,11.94,68.51,21.93,0.361,1.24,Agriculture,27.7,0
REG_06056,Tehri,2025-08-25,84.21,140.24,35.72,0.564,3.89,Agriculture,48.7,0
REG_06057,Pithoragarh,2025-06-23,74.45,130.22,32.08,0.396,3.1,Barren,43.6,0
REG_06058,Shimla,2025-05-27,55.1,139.94,14.67,0.484,3.83,Agriculture,43.0,0
REG_06059,Kullu,2022-06-30,127.7,254.81,10.31,0.769,5.55,Forest,63.8,0
REG_06060,Chamba,2023-07-18,169.88,254.88,39.75,0.786,4.58,Agriculture,69.7,0
REG_06061,Pithoragarh,2024-12-07,28.54,214.2,52.92,0.708,5.76,Urban,71.5,0
REG_06062,Kangra,2024-10-19,26.13,96.86,40.44,0.496,2.34,Agriculture,39.6,0
REG_06063,Haridwar,2020-04-24,6.84,67.32,26.32,0.25,1.26,Agriculture,25.5,0
REG_06064,Haridwar,2024-05-22,5.17,52.75,17.66,0.22,1.98,Agriculture,23.1,0
REG_06065,Rudraprayag,2023-08-15,32.66,152.7,46.95,0.574,4.13,Barren,55.3,0
REG_06066,Uttarkashi,2025-02-03,15.08,46.8,45.11,0.288,2.19,Agriculture,29.1,0
REG_06067,Chamba,2023-01-03,31.97,147.13,52.35,0.496,3.27,Urban,53.3,0
REG_06068,Chamoli,2022-09-04,52.91,84.93,59.14,0.345,1.42,Agriculture,35.7,0
REG_06069,Pakyong,2024-02-14,8.24,70.43,15.61,0.321,2.23,Agriculture,27.8,0
REG_06070,Chamoli,2023-01-31,30.2,102.07,23.23,0.427,2.74,Forest,33.9,0
REG_06071,Namchi,2020-10-23,8.32,41.54,27.19,0.287,0.9,Forest,20.3,0
REG_06072,Tehri,2022-11-28,46.12,107.82,36.89,0.464,2.41,Urban,43.6,0
REG_06073,Chamoli,2020-09-15,43.32,120.92,12.66,0.517,2.64,Forest,36.4,0
REG_06074,Kullu,2025-08-16,115.25,145.21,23.79,0.56,3.66,Barren,49.2,0
REG_06075,Gyalshing,2025-09-27,85.2,115.77,49.71,0.429,2.92,Urban,46.9,0
REG_06076,Mangan,2025-03-07,1.6,170.95,12.42,0.509,4.23,Urban,51.7,0
REG_06077,Kullu,2020-06-24,48.94,132.91,50.89,0.443,2.47,Agriculture,44.5,0
REG_06078,Gangtok,2022-09-27,118.5,202.83,19.23,0.556,4.73,Agriculture,54.7,0
REG_06079,Namchi,2025-04-02,4.47,44.45,25.25,0.371,1.46,Urban,30.1,0
REG_06080,Kinnaur,2024-07-25,60.66,127.86,45.9,0.533,4.14,Barren,51.2,0
REG_06081,Rudraprayag,2020-10-02,4.67,62.08,48.23,0.28,1.49,Agriculture,29.8,0
REG_06082,Kullu,2021-11-06,15.14,43.1,20.54,0.289,1.23,Forest,20.1,0
REG_06083,Haridwar,2024-12-28,22.4,236.06,30.27,0.733,5.54,Forest,64.0,0
REG_06084,Pakyong,2022-11-17,18.5,90.68,22.09,0.414,2.4,Agriculture,33.9,0
REG_06085,Pakyong,2023-09-18,82.07,151.69,35.66,0.558,2.14,Agriculture,46.4,0
REG_06086,Mangan,2025-10-04,18.43,91.56,42.62,0.373,1.95,Urban,39.5,0
REG_06087,Kullu,2021-06-30,65.43,94.78,23.5,0.395,2.64,Barren,37.1,0
REG_06088,Chamoli,2023-02-09,29.47,238.73,33.11,0.719,4.96,Urban,69.8,0
REG_06089,Kangra,2025-09-14,31.71,72.66,36.79,0.359,2.1,Barren,34.8,0
REG_06090,Pithoragarh,2025-08-02,146.97,188.02,30.95,0.527,5.01,Barren,57.3,0
REG_06091,Namchi,2021-03-14,19.04,93.05,35.7,0.406,1.62,Forest,32.2,0
REG_06092,Chamoli,2024-10-18,4.92,44.74,17.2,0.188,1.6,Forest,18.0,0
REG_06093,Chamoli,2024-06-03,137.28,191.05,12.02,0.627,3.89,Urban,56.2,0
REG_06094,Chamoli,2025-01-23,14.42,79.49,13.16,0.353,2.37,Barren,32.0,0
REG_06095,Chamoli,2024-05-19,11.01,74.63,58.64,0.35,3.28,Forest,35.8,0
REG_06096,Namchi,2024-07-21,34.59,84.48,13.7,0.32,1.42,Urban,31.5,0
REG_06097,Chamoli,2020-11-02,10.02,40.26,29.3,0.212,0.5,Forest,17.9,0
REG_06098,Namchi,2021-09-10,111.64,201.6,49.58,0.676,3.63,Agriculture,60.5,0
REG_06099,Gangtok,2023-02-06,7.87,120.51,52.53,0.424,3.84,Agriculture,45.6,0
REG_06100,Namchi,2023-10-27,30.91,62.35,23.42,0.354,0.9,Agriculture,26.3,0
REG_06101,Kangra,2023-10-11,12.61,117.19,42.0,0.44,2.55,Urban,45.3,0
REG_06102,Kullu,2024-08-26,41.88,76.81,46.2,0.342,2.43,Agriculture,34.6,0
REG_06103,Chamba,2025-10-16,10.47,85.23,55.8,0.358,2.39,Urban,41.5,0
REG_06104,Pakyong,2020-06-29,92.77,160.29,54.46,0.569,3.48,Agriculture,53.5,0
REG_06105,Gangtok,2024-01-27,19.64,108.82,31.76,0.422,2.76,Agriculture,38.6,0
REG_06106,Rudraprayag,2022-07-02,155.29,178.52,37.07,0.611,4.46,Urban,59.7,0
REG_06107,Pithoragarh,2024-04-06,13.13,80.29,50.05,0.438,1.94,Urban,41.0,0
REG_06108,Rudraprayag,2025-10-14,31.55,76.1,39.94,0.425,1.86,Forest,31.9,0
REG_06109,Haridwar,2022-11-10,15.07,107.08,27.8,0.452,2.82,Agriculture,38.6,0
REG_06110,Kangra,2024-06-23,47.39,122.76,57.52,0.358,3.72,Forest,42.3,0
REG_06111,Chamba,2024-06-26,37.78,104.01,59.89,0.372,2.35,Forest,38.1,0
REG_06112,Gyalshing,2024-05-01,13.27,48.7,56.65,0.278,1.15,Agriculture,28.9,0
REG_06113,Kinnaur,2025-09-17,72.99,150.51,27.29,0.498,3.66,Agriculture,46.4,0
REG_06114,Gyalshing,2023-08-01,135.13,169.9,22.12,0.594,3.72,Agriculture,50.3,0
REG_06115,Haridwar,2022-04-01,47.5,69.33,34.66,0.324,1.92,Barren,32.8,0
REG_06116,Kullu,2021-08-24,154.18,191.76,49.24,0.625,4.48,Forest,57.2,0
REG_06117,Chamoli,2024-06-08,50.22,90.26,23.51,0.366,1.19,Agriculture,30.5,0
REG_06118,Kangra,2022-02-23,7.76,52.38,30.33,0.218,0.69,Agriculture,22.5,0
REG_06119,Mandi,2023-04-26,10.04,67.62,17.57,0.308,1.06,Agriculture,25.1,0
REG_06120,Uttarkashi,2021-11-01,14.74,72.33,45.08,0.389,1.91,Urban,38.0,0
REG_06121,Tehri,2023-06-20,27.5,94.7,46.87,0.395,1.9,Forest,34.5,0
REG_06122,Gyalshing,2023-01-01,7.3,64.46,34.78,0.357,2.04,Forest,28.3,0
REG_06123,Uttarkashi,2025-06-20,130.52,164.67,46.87,0.575,4.25,Agriculture,54.4,0
REG_06124,Mangan,2020-04-10,20.48,103.14,42.22,0.437,2.66,Forest,37.3,0
REG_06125,Kangra,2024-11-14,10.71,46.14,56.47,0.323,2.7,Forest,30.3,0
REG_06126,Shimla,2020-06-24,29.3,90.11,39.33,0.34,2.62,Forest,32.8,0
REG_06127,Haridwar,2020-08-25,83.43,179.88,27.84,0.654,4.08,Forest,52.1,0
REG_06128,Shimla,2023-01-27,17.31,62.19,46.48,0.186,2.01,Barren,30.7,0
REG_06129,Gyalshing,2025-05-31,7.29,35.16,12.84,0.223,1.09,Forest,16.0,0
REG_06130,Tehri,2025-06-26,103.15,128.53,33.82,0.582,3.34,Agriculture,46.4,0
REG_06131,Shimla,2024-03-17,11.13,44.25,58.3,0.258,1.4,Barren,31.1,0
REG_06132,Haridwar,2022-01-24,18.72,45.93,45.26,0.323,0.5,Agriculture,26.5,0
REG_06133,Kinnaur,2023-02-20,47.08,147.61,59.93,0.536,3.7,Forest,50.0,0
REG_06134,Chamba,2023-11-12,26.27,76.09,29.64,0.363,2.12,Agriculture,31.7,0
REG_06135,Rudraprayag,2020-05-19,5.09,162.73,29.65,0.499,3.95,Forest,46.3,0
REG_06136,Rudraprayag,2021-06-24,100.61,152.65,12.98,0.527,4.34,Urban,50.3,0
REG_06137,Haridwar,2023-11-15,9.62,24.89,28.03,0.171,1.53,Forest,16.9,0
